470,470,470,470,470,395,38,38,38,38,38,38,698,699,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38,38,38,38,38,459,460,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
470,470,567,470,470,395,38,38,38,38,38,38,730,731,38,38,38,38,38,38,459,460,38,38,38,38,38,38,38,38,693,38,38,38,38,38,38,38,697,38,38,38,38,38,38,38,38,696,38,38,38,38,38,38,38,38,491,492,38,38,38,38,38,38,38,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
425,299,470,470,298,427,38,38,38,38,38,38,38,38,38,38,38,38,38,38,491,492,38,693,38,38,38,38,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
38,393,470,567,395,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,41,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,40,38,698,699,38,38,38,38,38,38,38,38,38,38,38,696,38,38,38,38,38,38,38,38,38,-1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,459,460,38,38
38,393,470,470,395,38,41,70,70,70,70,70,70,70,70,70,40,38,38,38,38,38,38,38,38,38,38,38,38,38,73,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,72,38,730,731,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,966,38,38,38,565,38,38,38,38,38,38,38,38,38,38,38,38,38,38,491,492,38,38
38,393,470,470,395,38,73,102,102,102,102,102,102,102,102,102,72,38,38,38,38,38,38,38,38,38,38,38,38,38,105,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,104,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38,38,38
38,405,406,406,407,38,105,134,134,134,134,134,134,134,134,134,104,38,38,693,38,38,38,457,38,38,38,38,38,38,39,-1,-1,-1,-1,-1,-1,-1,-1,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
70,437,438,438,439,70,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,38,38,38,38,38,38,38,38,38,38,38,166,167,71,-1,-1,-1,-1,-1,-1,-1,-1,62,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,459,460,38,38,38,38,38,38,38
102,469,470,470,471,102,103,-1,801,801,30,31,-1,-1,-1,-1,69,70,70,70,-1,-1,-1,-1,70,70,70,70,198,199,200,-1,-1,-1,-1,-1,-1,-1,-1,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,70,70,70,70,70,70,70,70,70,40,38,38,38,38,38,38,38,38,38,38,38,565,38,38,38,38,38,38,38,38,38,38,38,38,38,491,492,38,38,38,38,38,38,38
134,134,502,502,134,134,135,-1,-1,-1,62,63,-1,801,-1,-1,101,102,102,102,102,-1,-1,102,102,102,102,102,230,231,83,83,83,83,84,-1,-1,-1,-1,126,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,102,102,102,102,102,102,102,102,102,72,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-1,533,534,534,535,-1,-1,-1,-1,-1,94,95,-1,-1,-1,-1,133,134,134,134,134,-1,-1,134,134,134,134,134,262,263,146,147,147,20,51,83,84,-1,-1,158,159,-1,-1,-1,-1,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,134,134,134,104,38,38,38,38,38,38,698,699,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,457,38,38,38,38,38,38,38,38,38
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,116,-1,-1,399,400,-1,-1,-1,-1,-1,-1,146,20,115,51,83,83,83,83,83,83,83,83,52,19,147,147,147,147,147,147,147,147,147,147,20,115,115,19,147,148,-1,-1,37,38,38,38,459,460,38,730,731,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,41,70,70,70,70,70,70,70
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,116,-1,-1,431,432,-1,-1,801,-1,-1,-1,-1,146,20,19,147,147,147,147,147,147,147,147,147,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,146,20,19,148,-1,-1,-1,-1,37,38,38,38,491,492,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,73,102,102,102,102,102,102,102
-1,-1,-1,-1,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,-1,-1,114,116,-1,-1,463,464,-1,-1,-1,-1,-1,-1,-1,-1,114,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,-1,-1,-1,-1,-1,114,116,-1,-1,-1,-1,-1,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,105,134,134,134,134,134,134,134
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,31,-1,-1,-1,-1,-1,-1,114,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,116,521,522,523,-1,-1,698,699,-1,-1,-1,-1,-1,-1,-1,-1,-1,698,699,-1,-1,-1,114,116,-1,-1,-1,-1,-1,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,-1,-1,-1,-1,-1,-1,-1
-1,710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,63,-1,-1,-1,-1,-1,-1,114,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,116,553,554,555,801,-1,730,731,-1,-1,-1,-1,-1,-1,-1,-1,-1,730,731,-1,-1,-1,114,116,-1,-1,-1,801,-1,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,103,-1,-1,-1,-1,-1,-1,-1
-1,742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,95,-1,-1,-1,-1,-1,-1,114,116,-1,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,116,585,586,587,-1,-1,-1,-1,599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,-1,114,116,30,31,-1,-1,-1,133,134,134,134,134,134,134,134,134,134,328,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,135,-1,-1,-1,-1,-1,-1,-1
